GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
860Z200US17302,ZCTA5 17302,1046,209,1.7,1.5,0.7,1.1,1.9,1.5,7.6,6.2,7.7,5.8,29.9,15.2,16.7,6.3,17.2,6.4,9.1,3.7,7.4,4.5,76250,26035,99733,14062,51.7,(X),(X),(X),(X),(X),789,213,0,3.7,0,3.7,0.6,1.1,5.4,5.5,3.8,2.6,33,19.1,16.2,6.4,20.8,9.1,10.4,5,9.8,6.1,88398,23004,112557,19466,(X),(X),50.7,(X),(X),(X),540,100,0,5.4,0,5.4,0.9,1.6,1.9,1.9,5.6,3.6,15.6,9.5,20.4,6.5,29.1,9.1,12.4,5.9,14.3,8.2,118636,20675,N,N,(X),(X),(X),(X),(X),(X),257,91,7,6.1,2.7,4.9,5.8,5.4,14.4,17.7,19.8,16.7,20.6,13.7,18.3,12.9,8.9,7.7,2.3,3.1,0,11,50625,19596,58308,10073,(X),(X),(X),(X),54.9,(X)
860Z200US17303,ZCTA5 17303,177,59,0,15.5,6.2,10.8,2.3,4.4,8.5,9.4,9,10.5,10.7,9.4,25.4,15.2,32.8,19.2,5.1,5.7,0,15.5,79226,19680,87618,18748,20.3,(X),(X),(X),(X),(X),140,61,0,19.2,7.9,13.4,0,19.2,8.6,11.7,15,15.2,10,10.8,17.9,14.5,34.3,22.5,6.4,7.3,0,19.2,77143,51763,88692,22780,(X),(X),13.6,(X),(X),(X),103,52,0,24.9,0,24.9,0,24.9,4.9,8.3,13.6,17,6.8,10,19.4,18.3,46.6,27.6,8.7,10,0,24.9,118750,49806,N,N,(X),(X),(X),(X),(X),(X),37,26,0,46.8,0,46.8,10.8,20.4,8.1,15.2,5.4,16.3,13.5,17.3,48.6,39.3,13.5,22.6,0,46.8,0,46.8,78304,9985,71932,18406,(X),(X),(X),(X),45.9,(X)
860Z200US17304,ZCTA5 17304,992,145,0.2,0.3,1.4,2.2,3.4,2.4,3.5,2.6,9.1,4.8,17.8,9.3,28.9,10.2,14.7,5.8,12.8,6.3,8.1,3.5,85625,5047,106922,12343,41,(X),(X),(X),(X),(X),723,107,0.3,0.4,0,4.1,2.8,2.7,4.1,5.1,5.7,4.7,15.5,6.9,29.9,11.4,16.9,6.6,14.4,8.1,10.5,4.4,87394,18566,115019,13916,(X),(X),32.9,(X),(X),(X),605,120,0.3,0.5,0,4.8,0.8,1.1,0,4.8,3.8,3.6,14,7.4,32.2,12,19,8.4,17.2,9.5,12.6,5.2,98958,15203,N,N,(X),(X),(X),(X),(X),(X),269,107,0,10.5,5.2,8.3,5.9,7.2,13,10.8,17.5,13,19.3,19.8,23,22.4,5.9,8.8,8.6,8.4,1.5,2.4,68156,26872,80024,22832,(X),(X),(X),(X),62.8,(X)
860Z200US17306,ZCTA5 17306,210,64,0,13.3,0,13.3,20.5,16.3,0,13.3,14.8,12.4,10.5,8.1,32.4,15.5,10.5,11.7,4.3,7.3,7.1,8,79375,29730,80710,18170,38.6,(X),(X),(X),(X),(X),154,52,0,17.6,0,17.6,18.2,18.4,0,17.6,20.1,16.4,4.5,5.3,33.1,18.8,14.3,16.2,5.8,9.8,3.9,4,81667,33840,79972,18044,(X),(X),42.9,(X),(X),(X),108,45,0,23.9,0,23.9,1.9,3.3,0,23.9,28.7,21.1,2.8,6.4,32.4,19.1,20.4,21.1,8.3,14.3,5.6,5.9,84167,18848,N,N,(X),(X),(X),(X),(X),(X),56,40,0,38.1,0,38.1,26.8,32.5,0,38.1,0,38.1,26.8,27.8,30.4,30.4,0,38.1,0,38.1,16.1,27.5,63750,47770,82739,47373,(X),(X),(X),(X),26.8,(X)
860Z200US17307,ZCTA5 17307,2181,233,5.3,3.6,1.4,1.3,4.8,2.7,7.1,3.3,12.7,5.1,14.5,4.2,16.6,5,25.8,7.9,6.3,2.8,5.5,2.6,80274,12480,89289,8751,40.8,(X),(X),(X),(X),(X),1600,197,4.3,4,0.2,0.3,3.4,2.3,6.3,4,4.5,2.7,14.8,4.9,18.9,6.2,34.3,9.8,6.3,2.8,7.1,3.5,94914,13955,101879,9572,(X),(X),40.1,(X),(X),(X),1234,202,4.1,4.6,0,2.4,3.5,3,3.3,2.2,3.3,2.5,12.4,4.9,18.2,7.1,38.6,11.9,7.9,3.6,8.8,4.4,105833,15277,N,N,(X),(X),(X),(X),(X),(X),581,165,8.1,8.6,5.3,4.6,9.1,6.6,8.6,6.7,34.6,13.7,17,8.6,8.1,6.4,5.5,4.8,3.6,4,0,5,40938,8387,50451,8441,(X),(X),(X),(X),41.3,(X)
860Z200US17309,ZCTA5 17309,739,163,2.2,3.7,0,4,11.6,10.1,3.2,5.1,15.6,9.7,15.2,10.7,17.1,7.8,14.3,9.5,14.3,8.6,6.5,6.1,76793,28364,90686,16309,36.8,(X),(X),(X),(X),(X),516,140,0,5.6,0,5.6,7.2,10.7,0,5.6,4.8,5,14.9,11,24.4,10.5,19.8,13.5,19.6,12,9.3,8.9,99583,13382,112796,20728,(X),(X),34.7,(X),(X),(X),482,136,0,6,0,6,7.7,11.4,0,6,5.2,5.4,11.8,9.8,23.2,10.7,21.2,14.4,21,12.8,10,9.4,102972,18682,N,N,(X),(X),(X),(X),(X),(X),223,113,7.2,11.9,0,12.6,22,22.9,10.8,16.5,40.4,24.1,15.7,23.6,0,12.6,1.8,3.7,2.2,3.6,0,12.6,36278,9552,39526,11504,(X),(X),(X),(X),41.7,(X)
860Z200US17311,ZCTA5 17311,69,31,0,33.6,0,33.6,2.9,7.1,2.9,6.5,2.9,7.1,29,22.2,13,16.8,49.3,23.4,0,33.6,0,33.6,77361,48345,86693,12670,34.8,(X),(X),(X),(X),(X),34,24,0,48.9,0,48.9,0,48.9,0,48.9,0,48.9,23.5,23.4,0,48.9,76.5,23.4,0,48.9,0,48.9,106250,5776,99203,10768,(X),(X),52.9,(X),(X),(X),18,14,0,67.2,0,67.2,0,67.2,0,67.2,0,67.2,44.4,43.4,0,67.2,55.6,43.4,0,67.2,0,67.2,107857,56336,N,N,(X),(X),(X),(X),(X),(X),35,21,0,48.2,0,48.2,5.7,13.1,5.7,11.7,5.7,12.5,34.3,34.1,25.7,27.6,22.9,22,0,48.2,0,48.2,69861,11116,74540,16187,(X),(X),(X),(X),17.1,(X)
860Z200US17313,ZCTA5 17313,4467,358,1.9,1.2,1.3,1.2,5.3,3,8.1,2.9,16,6.2,21.6,4.9,14.6,3.5,17.5,4.5,6.6,2.4,6.9,2.2,67520,8175,84744,5886,26.1,(X),(X),(X),(X),(X),2941,318,2.1,2,1.6,1.7,0.5,0.7,3.9,1.9,12.5,8.3,23.5,6.9,16.3,4.6,21.4,5.7,8.8,3.7,9.3,3.2,80496,10918,97884,9176,(X),(X),22.1,(X),(X),(X),2208,247,0.3,0.5,0.3,0.5,0.5,0.8,2.3,2,6.1,2.7,23.9,8,17,5.2,26.3,6.9,11.8,4.8,11.6,3.9,99459,17310,N,N,(X),(X),(X),(X),(X),(X),1526,283,5.1,3.6,0.9,1.4,12.4,8,17.3,7,21.6,8.5,19.4,6.8,10.2,5.9,10.5,6.2,1.6,1.8,1,1,45000,7186,54967,6006,(X),(X),(X),(X),31.2,(X)
860Z200US17314,ZCTA5 17314,2302,242,3,2,1.5,1.5,5.3,3,2.2,1.8,10.3,4.6,17.6,5.8,16.5,5.1,22.2,6.4,14.3,4.5,7.2,4.6,91176,9541,102191,10096,30.5,(X),(X),(X),(X),(X),1729,191,1.7,1.6,1.9,2.1,2.7,2.9,1.4,1.2,7.5,4.7,13.6,6.7,21.7,6.9,25.1,6.8,18,6.2,6.4,3.7,98068,14641,110888,10343,(X),(X),30.4,(X),(X),(X),1364,173,2.1,2,0.7,0.7,2.1,3,0.4,0.5,6.5,5.5,14.1,8.3,20.7,8.8,25.9,7.2,19.5,6.7,8.1,4.7,105521,13551,N,N,(X),(X),(X),(X),(X),(X),573,191,7,6.4,0.5,1,13.1,8.2,4.5,6.1,22,14.4,28.3,17.6,0.7,1,20.6,18.2,3.3,4,0,5.1,55368,24036,65140,16463,(X),(X),(X),(X),26.9,(X)
860Z200US17315,ZCTA5 17315,11057,508,2.9,1.1,1.8,1,6.1,1.6,8.6,2.8,8.7,2.3,18.2,2.9,16.2,2.9,19,3.1,9.1,1.8,9.4,2.5,81058,3440,98444,6031,38.5,(X),(X),(X),(X),(X),7580,347,0.8,0.7,1.9,1.7,2.1,1.1,4.4,2.8,7.5,2.4,16,3.4,18.7,3.8,24.7,4.3,12.6,2.7,11.3,3.4,96450,9207,113917,6389,(X),(X),39.2,(X),(X),(X),6496,458,0.5,0.6,0.4,0.6,2.1,1.3,4,3.1,7.4,2.5,15,3.4,18.4,4.3,26,4.9,13.3,2.9,12.9,4,105426,8623,N,N,(X),(X),(X),(X),(X),(X),3477,406,8.3,3.3,4.5,2.8,14.1,4.3,14.6,5.2,13.1,4.3,22.7,5.8,11.8,5,7.2,2.7,1.7,1.5,1.9,1.7,39712,10902,58925,12114,(X),(X),(X),(X),32.3,(X)
860Z200US17316,ZCTA5 17316,3283,217,2.2,1.1,0.9,0.9,4,2.1,3.5,1.5,11.7,3.5,19.9,4.8,11.1,2.5,27.2,5.3,10,2.8,9.4,2.8,91484,8989,106345,7610,34.1,(X),(X),(X),(X),(X),2495,178,1.4,1.1,0,1.2,0.9,0.7,2.3,1.4,7.5,2.8,21.8,5.8,12.2,2.9,29.5,6.5,12.9,3.5,11.4,3.6,106197,6008,119763,9535,(X),(X),36.5,(X),(X),(X),2226,190,0.7,0.7,0,1.3,0.6,0.7,1.6,1.2,7.5,3.2,19.5,5.6,13.1,3.4,30.5,7.3,13.8,3.8,12.5,4.1,107394,5195,N,N,(X),(X),(X),(X),(X),(X),788,180,5.2,3.4,3.9,3.6,13.7,7.7,7.4,4.7,25.3,10.7,16.4,7.8,6.5,4.5,18.9,9.8,2.8,2.6,0,3.7,46189,8013,59857,9611,(X),(X),(X),(X),26.6,(X)
860Z200US17317,ZCTA5 17317,168,48,0,16.3,0,16.3,4.8,4.8,4.2,3.7,10.7,8,18.5,11.3,31,14.7,14.3,8,10.1,9.5,6.5,7.2,83824,3893,94788,15001,17.9,(X),(X),(X),(X),(X),118,40,0,22.2,0,22.2,3.4,4.9,4.2,4.6,4.2,6.1,24.6,15.4,20.3,13.4,19.5,11,14.4,12.8,9.3,10.3,88750,15820,106614,19289,(X),(X),22.9,(X),(X),(X),89,31,0,27.9,0,27.9,2.2,4.2,2.2,3.7,5.6,8.4,16.9,14.4,24.7,15.7,23.6,13.9,19.1,17.2,5.6,8.8,93750,37249,N,N,(X),(X),(X),(X),(X),(X),50,28,0,40.3,0,40.3,8,11.3,4,6.9,26,23.8,4,7.7,58,30.2,0,40.3,0,40.3,0,40.3,81667,55410,65676,16362,(X),(X),(X),(X),6,(X)
860Z200US17318,ZCTA5 17318,53,33,0,39.1,0,39.1,0,39.1,0,39.1,0,39.1,0,39.1,67.9,30.4,32.1,30.4,0,39.1,0,39.1,78603,2664,92536,14248,0,(X),(X),(X),(X),(X),38,33,0,46.2,0,46.2,0,46.2,0,46.2,0,46.2,0,46.2,55.3,46.5,44.7,46.5,0,46.2,0,46.2,79706,62663,98484,21342,(X),(X),0,(X),(X),(X),38,33,0,46.2,0,46.2,0,46.2,0,46.2,0,46.2,0,46.2,55.3,46.5,44.7,46.5,0,46.2,0,46.2,79706,62663,N,N,(X),(X),(X),(X),(X),(X),15,28,0,73.6,0,73.6,0,73.6,0,73.6,0,73.6,0,73.6,100,73.6,0,73.6,0,73.6,0,73.6,-,**,N,N,(X),(X),(X),(X),0,(X)
860Z200US17319,ZCTA5 17319,4272,315,4,2.8,1.7,1.9,1.8,0.8,3.8,1.8,12.1,4.2,10.6,3.3,14.3,6.8,29.8,6.1,10.6,2.9,11.4,4,101610,11175,121241,16061,38.9,(X),(X),(X),(X),(X),3235,332,3.2,3.2,0,0.1,0.7,0.6,2.9,2,7.6,4.2,13.1,5.2,16.1,8.2,32,7.6,10.7,2.8,13.7,5.3,114336,21417,134790,21929,(X),(X),40.7,(X),(X),(X),2620,306,3.7,4,0,0.1,0.5,0.6,2.1,1.8,2.9,2.3,6.6,3.4,18.8,10,36.8,9,11.8,3.5,16.8,6.4,124969,5613,N,N,(X),(X),(X),(X),(X),(X),1037,202,6.6,4.8,6.8,7.5,5.8,3.3,6.9,4.8,31.7,11.9,11.9,7,5.8,4.8,13,8.1,8.4,6,3.2,2.6,43987,7680,68092,12568,(X),(X),(X),(X),24.2,(X)
860Z200US17320,ZCTA5 17320,3193,197,4.1,1.7,1.1,0.6,5.6,2.3,4.3,1.7,12,5.1,17.9,5.4,11.6,3.1,21.3,4.2,9.1,2.9,13,3.8,87321,13293,109523,10816,34.6,(X),(X),(X),(X),(X),2259,181,3.1,2.1,0.6,0.6,3.2,2.1,1.6,0.9,11.2,7,17.3,6.5,10.8,3.8,23.3,5.3,10.6,3.5,18.2,5.2,105363,14780,126895,14843,(X),(X),34.6,(X),(X),(X),1897,205,3.4,2.4,0.2,0.3,2.4,2.2,0.7,0.5,11.3,8,15.7,6.6,9.7,3.8,23.1,5.5,11.8,4.1,21.7,6.4,111699,13368,N,N,(X),(X),(X),(X),(X),(X),934,176,7.1,3.4,2.1,1.5,11.6,5.4,12,5.5,14.5,6,19.5,10.6,12.8,6.3,18.3,8.3,1.6,1.4,0.5,0.6,58125,19796,62613,7464,(X),(X),(X),(X),31.2,(X)
860Z200US17321,ZCTA5 17321,895,82,3.7,2.1,0,3.3,3.7,2.8,4.2,1.9,6,2.9,13.3,5.1,12.1,5.1,29.4,6.4,16.4,5.7,11.2,8.8,113403,13929,115736,11936,31.6,(X),(X),(X),(X),(X),662,83,2,1.8,0,4.4,4.5,3.9,0.8,1,7.1,3,14.8,6.2,11,4.8,36.3,8,18.1,6.3,5.4,2.6,114792,11815,116552,9659,(X),(X),32.2,(X),(X),(X),524,74,1.5,1.6,0,5.6,1.7,1.3,1,1.2,4.2,2.4,13.7,7.4,13.9,6,39.1,8.1,18.7,6.4,6.1,2.9,116923,13270,N,N,(X),(X),(X),(X),(X),(X),233,95,8.6,6.8,0,12.1,10.3,11,14.2,9.4,8.2,7.1,8.6,10.1,6,4.7,8.2,6.4,9.4,12.2,26.6,29.8,-,**,100950,44477,(X),(X),(X),(X),18,(X)
860Z200US17322,ZCTA5 17322,2439,235,0.9,1.1,0.2,0.3,3.9,2.2,1.4,0.6,5.5,2.7,14.6,4.3,17,5,28.6,7.4,11.4,5.5,16.5,6.6,107816,8449,125164,13578,27,(X),(X),(X),(X),(X),1982,248,1.2,1.3,0,1.5,0.9,0.7,1.5,0.8,3.5,2.2,15.2,5,14.4,4.6,29.2,7.9,13.9,6.6,20.2,8.1,113704,6873,136959,16160,(X),(X),25,(X),(X),(X),1681,258,0.2,0.2,0,1.8,0.2,0.2,1,0.8,3.9,2.7,12.2,5.2,13.9,5.3,30.9,9.2,15.5,7.6,22.2,9.3,118413,11968,N,N,(X),(X),(X),(X),(X),(X),457,126,0.2,0.9,1.1,1.4,16.4,12.1,2.8,2.1,13.6,8.7,22.1,10.6,20.8,14.9,22.1,13.8,0.7,1.2,0.2,0.7,65563,19363,68944,11570,(X),(X),(X),(X),35,(X)
860Z200US17323,ZCTA5 17323,45,31,37.8,30.3,0,42.5,0,42.5,4.4,8,6.7,11,31.1,27.5,0,42.5,20,22.7,0,42.5,0,42.5,55139,54356,49207,24633,35.6,(X),(X),(X),(X),(X),22,16,36.4,33.2,0,60.7,0,60.7,0,60.7,13.6,22.3,9.1,15.1,0,60.7,40.9,37.8,0,60.7,0,60.7,-,**,61591,39114,(X),(X),22.7,(X),(X),(X),19,15,42.1,35.9,0,65.4,0,65.4,0,65.4,15.8,25.7,10.5,19.4,0,65.4,31.6,35.4,0,65.4,0,65.4,-,**,N,N,(X),(X),(X),(X),(X),(X),23,24,39.1,48.9,0,59.4,0,59.4,8.7,17.8,0,59.4,52.2,47.7,0,59.4,0,59.4,0,59.4,0,59.4,-,**,36591,23798,(X),(X),(X),(X),47.8,(X)
860Z200US17324,ZCTA5 17324,1815,281,2.2,1.9,2.1,2.5,9,6.2,4.1,2.9,12.7,8,22.4,6.7,11.6,5.5,19.7,6.5,9.9,6.3,6.3,3.4,73223,11226,88310,9998,42.9,(X),(X),(X),(X),(X),1323,266,2.6,3.7,0,2.2,0.2,0.3,1.6,1.8,14.3,11.4,21.2,7.3,15.6,7.5,24,8.5,13.2,8.7,7.3,4.5,84063,18965,102020,13993,(X),(X),44.3,(X),(X),(X),1091,202,0.4,0.6,0,2.7,0,2.7,0.5,0.9,5.5,4.4,25,8.3,17,7.6,27.9,9.7,15,10,8.7,5.6,100394,20913,N,N,(X),(X),(X),(X),(X),(X),492,163,7.3,6.7,7.7,8.8,32.7,18.1,11,9.2,9.6,8,24.4,13.5,1.8,2.5,1,1.5,1.6,3.3,2.8,4.4,30284,15683,41685,11170,(X),(X),(X),(X),39,(X)
860Z200US17325,ZCTA5 17325,11148,382,3.6,1.1,2.8,0.9,7.1,1.5,7.6,1.8,10.4,1.9,16.4,2.2,13.9,2.2,17.8,2.6,9.8,1.9,10.6,1.8,79351,4688,102887,5556,29.2,(X),(X),(X),(X),(X),7301,355,1.5,0.8,1.6,0.9,2.5,1.1,3.5,1.3,10.1,2.9,13.8,2.5,15.5,2.4,22.9,3.6,13.5,2.9,15,2.6,102896,9398,126393,7430,(X),(X),29.4,(X),(X),(X),5945,367,1.1,0.8,0.8,0.6,1.3,1.1,1.4,0.7,6.7,2,14.5,2.8,16.2,2.6,25.6,4,14.6,2.9,17.9,3.1,115908,8547,N,N,(X),(X),(X),(X),(X),(X),3847,383,7.7,2.5,5,2.2,16,3.8,15.4,4.2,13.5,3.7,21.5,3.8,9.9,3.1,6.5,1.8,2.5,1.4,2,1,43337,4080,56014,5026,(X),(X),(X),(X),25.8,(X)
860Z200US17327,ZCTA5 17327,3252,292,1.4,1,1.5,1.5,8.2,4.4,5,2,6.7,2.8,19,4.7,7.9,3,26.9,6.6,14.1,4.5,9.3,3.6,100298,15955,107230,10680,33.6,(X),(X),(X),(X),(X),2369,268,3.9,3.3,0,1.3,6.9,3.2,3.2,1.9,5.6,2.8,16.6,5,7.2,3.7,27.6,6.7,18.7,5.7,10.3,2.7,109476,6331,114339,9747,(X),(X),35.9,(X),(X),(X),1884,231,1,1.2,0,1.6,3.7,3.3,2.1,1.7,4.9,3.3,12.3,4,8.9,4.7,32.3,7.7,21.9,7.1,12.9,3.1,117330,18177,N,N,(X),(X),(X),(X),(X),(X),883,218,2.3,2.5,5.4,5.2,12.5,13.1,10.5,6.6,9.9,7.2,17.9,8,9.7,6.4,23.3,11.8,1.7,2.1,6.8,10.4,65446,21195,82009,28208,(X),(X),(X),(X),26.8,(X)
860Z200US17329,ZCTA5 17329,1049,143,4.6,5,0.8,1.3,6.1,6.2,1.9,2.3,10.3,5.6,13,6.6,7.5,4.9,24.8,10.5,11.7,6.5,19.4,9.2,117070,22618,122693,17564,30.6,(X),(X),(X),(X),(X),880,140,4.2,5.7,0.9,1.5,3.1,5.7,1.7,2.5,6.7,4,10.2,6.4,9,5.9,28.8,12.7,14,7.6,21.5,10.7,119133,4632,134988,20049,(X),(X),34.7,(X),(X),(X),800,138,4.6,6.3,0,3.7,3.4,6.3,1.9,2.8,7.4,4.5,8.5,6.2,8.5,6,29,13.3,13.1,7.6,23.6,11.8,119435,9639,N,N,(X),(X),(X),(X),(X),(X),169,89,6.5,10.1,0,16.2,21.9,25.4,3,5.9,29,26.3,27.2,23.9,0,16.2,12.4,15,0,16.2,0,16.2,46406,13043,49727,15861,(X),(X),(X),(X),9.5,(X)
860Z200US17331,ZCTA5 17331,22361,472,3,0.9,2,0.8,5.6,1.3,7.6,1.3,11.7,2,18.9,2.1,15.1,2,20.5,2.5,8.6,1.4,7,1.2,76661,5019,93908,3526,35.6,(X),(X),(X),(X),(X),15268,483,2.3,0.9,1.9,0.9,2.7,1.1,4.2,1.1,9.7,2,17.6,2.2,16.7,2.6,25.3,3.2,10.7,1.8,8.9,1.7,91537,4253,107159,4518,(X),(X),35,(X),(X),(X),11322,602,0.6,0.4,1.2,0.9,0.9,0.6,2.8,1,6.4,1.9,15.1,2.2,16.6,2.7,31,3.8,13.5,2.2,11.8,2.2,108961,4718,N,N,(X),(X),(X),(X),(X),(X),7093,620,6.2,2.2,2.9,1.4,12.4,2.8,16.1,3.4,18.9,4.1,20.8,3.5,9.9,2.7,7.8,2,3.4,1.6,1.6,0.9,45637,4081,57018,4155,(X),(X),(X),(X),34.1,(X)
860Z200US17339,ZCTA5 17339,2664,347,2.6,2.9,0.4,0.6,4.1,2.3,4.2,2.5,9.5,4.5,21,9,8.7,3.5,27.1,6.3,13.1,5.1,9.3,3.6,97375,15292,109722,12267,29.8,(X),(X),(X),(X),(X),1882,216,0.4,0.7,0,1.6,3.5,2.4,2.9,2.1,8.2,3.9,12.9,5.4,10.5,4.4,34.3,7.4,15.4,6.3,12,4.6,113693,10771,127146,12249,(X),(X),26.3,(X),(X),(X),1582,217,0.4,0.8,0,1.9,3,2.3,0.8,1,9.1,4.6,11.9,5.1,11.1,4.9,31.7,7.5,17.5,7.1,14.3,5.2,118500,11202,N,N,(X),(X),(X),(X),(X),(X),782,301,7.9,10,1.4,2.4,5.9,5.3,7.5,7.2,12.5,11.8,41,23.6,4.6,4.5,12.4,10.1,4,3.8,2.7,3,58265,4450,64592,12221,(X),(X),(X),(X),38.1,(X)
860Z200US17340,ZCTA5 17340,4322,262,1.5,1,2.7,2.4,5.8,2.3,3.5,1.7,14.2,4.3,19.1,4,12.9,3,23.4,3.3,8.1,2.4,8.9,2.6,84858,8573,97975,6654,32.8,(X),(X),(X),(X),(X),3061,212,1.6,1.5,3.3,3.4,3.4,2.8,4.5,2.6,7.7,3.2,15.4,3.6,13.3,3.5,27.9,4.4,11.2,3.3,11.8,3.4,100747,6135,112229,8093,(X),(X),35.6,(X),(X),(X),2227,261,0.8,0.8,0.5,0.6,1.5,1,1.8,1.2,5.2,3.1,17.5,4.4,15.1,4,28.1,5.3,14.7,4.3,14.9,4.4,113115,11768,N,N,(X),(X),(X),(X),(X),(X),1261,212,4.1,3.1,1.3,1.3,10.7,4.6,7.3,4.9,27.6,10.6,24.3,10.8,11.8,5.4,11.6,5.1,0.5,0.7,0.8,0.8,49464,5369,57545,5163,(X),(X),(X),(X),25.9,(X)
860Z200US17342,ZCTA5 17342,132,60,0,20.2,0,20.2,0,20.2,0,20.2,0,20.2,12.1,17.2,62.9,24.7,16.7,13.5,3,4.8,5.3,5.6,89200,6810,101377,13560,48.5,(X),(X),(X),(X),(X),84,56,0,29.2,0,29.2,0,29.2,0,29.2,27.4,35.4,3.6,6.4,42.9,38.4,17.9,20.9,0,29.2,8.3,10,88200,19487,94506,31168,(X),(X),48.8,(X),(X),(X),61,46,0,36.3,0,36.3,0,36.3,0,36.3,0,36.3,4.9,8.7,59,36,24.6,28.8,0,36.3,11.5,14.3,89350,33475,N,N,(X),(X),(X),(X),(X),(X),48,34,0,41.1,0,41.1,0,41.1,0,41.1,0,41.1,27.1,42.3,50,42.3,14.6,18.3,8.3,14.2,0,41.1,78947,18532,88927,23278,(X),(X),(X),(X),0,(X)
860Z200US17343,ZCTA5 17343,14,22,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,100,76.1,0,76.1,0,76.1,-,**,N,N,0,(X),(X),(X),(X),(X),14,22,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,100,76.1,0,76.1,0,76.1,-,**,N,N,(X),(X),0,(X),(X),(X),14,22,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,0,76.1,100,76.1,0,76.1,0,76.1,-,**,N,N,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US17344,ZCTA5 17344,1446,127,1.9,1.2,1.5,1.9,9.3,5.7,15.8,8.8,7.3,5.6,19.8,7.2,11.8,7.3,20.2,6.7,9.1,7.4,3.2,3,71688,10107,79593,12093,27.4,(X),(X),(X),(X),(X),827,119,10.3,8.5,0,3.6,5.3,5.9,3.9,4.2,2.7,2.5,15.4,8.6,12,8.5,29,12.1,16,11.9,5.6,5.1,100804,20363,99178,15963,(X),(X),23.6,(X),(X),(X),559,140,0,5.2,0,5.2,3,3.4,1.6,2.6,3.9,3.6,21.5,12.1,12.5,9.3,41.7,14.3,7.5,4.1,8.2,7.2,106677,13151,N,N,(X),(X),(X),(X),(X),(X),619,174,4.4,2.8,3.6,4.5,5.3,4.5,34.9,17.3,13.4,12.2,25.8,14.5,7.3,8.2,5.3,8.3,0,4.7,0,4.7,37396,18983,44792,7918,(X),(X),(X),(X),32.5,(X)
